n°ordre-alph18012,nom,nom,insee,section,superficie,intendance,election,subdelegation,grenier,coutume,parlement,bailliage,gouvernement,diocese,archidiacone,doyenne,vocable,presentateur,V_1250_f,V_1616_f,V_1665_f,V_1680_f_tot,V_1680_f_masc,V_1686_f_tot,V_1686_f_masc,V_1693_h,V_1700_f,V_1709_f,V_1710_f,V_1713_f,V_1720_f,V_1725_f,V_1725_g,V_1726_f,V_1726_g,V_1730_f,V_1735_f_1,V_1735_f_2_totaux,V_1735_f_2_masc,V_1741_f,V_1743_f,V_1745_f_tot,V_1745_f_masc,V_1746_f_tot,V_1746_f_masc,V_1755_f_tot,V_1755_f_masc,V_1757_f_tot,V_1757_f_masc,V_1766_f,V_1768_f,V_1774_f,V_1775_f_tot,V_1775_f_masc,V_1785_f_tot,V_1785_f_masc,V_1786_f,V_1786_g,V_1787_f,V_1787_g,V_1788_f,V_1788_g,V_1789_f1,V_1789_g,V_1789_f_2,V_1789_f_3,district_1790,canton_1790,canton_1801,arrondissement_1982,canton _1982,V_1790_f,V_1790_h,V_1793_h,V_an_II_h,V_an_IV_h,V_1801_h,V_an_XII_h,V_1806_h,V_1820_h,V_1826_h,V_1831_h,V_1836_h,V_1841_h,V_1846_h,V_1851_h,V_1856_h,V_1861_h,V_1866_h,V_1872_h,V_1876_h,V_1881_h,V_1886_h,V_1891_h,V_1896_h,V_1901_h,V_1906_h,V_1911_h,V_1921_h,V_1926_h,V_1931_h,V_1936_h,V_1946_h,V_1954_h,V_1962_a_h,V_1962_b_h,V_1968_h,V_1975_h,V_1982_h,lat,lon
20133,La Loupe,La Loupe,28214,s_o,727,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Perche,saint Thibaut ,abbé de Saint-Vincent,s_i,n_c,197,n_c,n_c,n_c,n_c,n_c,n_c,238,n_c,219,238,247,698,243,701,n_c,290,n_c,n_c,238,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,238,203,220,n_c,n_c,n_c,n_c,242,763,255,770,256,770,257,770,lac.,n_c,Châteauneuf-en-Thymerais,La Loupe,La Loupe,Nogent-le-Rotrou ,La Loupe,240,1200,lac.,988,1079,1169,1150,1049,1096,1122,1030,1149,1161,1322,1371,1355,1357,1357,1361,1382,1442,1623,1617,1716,1814,1861,2133,2025,2106,2072,2111,2041,2173,2681,2737,3510,3719,3693,,
20203,Louville-la-Chenard,Louville-la-Chenard,28215,s_o,1951,Orléans,Chartres,Chartres,Janville,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Auneau,saint Chéron,grand archidiacre,120,n_c,98,n_c,n_c,n_c,n_c,n_c,n_c,108,n_c,102,108,94,357,115,376,n_c,117,n_c,n_c,108,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,108,126,125,n_c,n_c,n_c,n_c,147,539,147,551,147,550,146,543,lac.,n_c,Janville,Ouarville,Voves,Chartres,Voves,136,560,lac.,633,lac.,595,600,609,563,606,619,630,611,614,589,607,610,623,603,580,539,557,553,523,482,486,480,416,407,393,375,391,318,245,264,242,193,210,,
20204,Louvilliers-en-Drouais,Louvilliers-en-Drouais,28216,s_o,414,Alençon,Verneuil,Crécy ,Dreux,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles ,saint Léger,abbé de Saint-Vincent,18,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,lac.,n_c,34,56,35,104,38,124,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Dreux,Dreux,Dreux,Dreux Ouest ,n_c,161,152,161,158,169,173,175,167,150,145,145,135,127,135,128,127,106,100,99,101,90,87,87,78,56,55,74,52,72,66,66,67,60,62,62,72,145,,
20205,Louvilliers-lès-Perche,Louvilliers-lès-Perche,28217,s_o,1450,Alençon,Verneuil,La Ferté-Vidame ,Brézolles,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,Notre Dame,évêque de Chartres,40,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,56,n_c,60,56,57,175,56,169,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Senonches,Senonches,Dreux,Senonches,72,275,lac.,316,lac.,250,288,284,249,275,284,313,282,270,296,281,274,266,211,222,223,223,225,215,215,218,213,199,166,173,166,158,171,190,198,143,121,134,,
20258,Lucé,Lucé,28218,s_o,606,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Chartres,Sous-doyenné de Chartres,saint Pantaléon,abbé de Saint-Jean de Chartres,s_i,224,120,n_c,n_c,n_c,n_c,n_c,n_c,95,n_c,89,95,74,231,75,229,n_c,95,n_c,n_c,95,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,95,76,86,n_c,n_c,n_c,n_c,84,264,84,256,84,259,82,261,lac.,n_c,Chartres,Chartres,Chartres,Chartres,Lucé ,n_c,362,lac.,lac.,lac.,lac.,lac.,lac.,lac.,lac.,lac.,414,413,436,484,463,494,497,530,493,532,645,658,698,800,812,948,1262,1283,1505,1497,2030,3303,6591,6555,11085,13721,17433,,
20319,Luigny,Luigny,28219,s_o,1588,Orléans,Châteaudun,Châteaudun,Authon ,Chartres,Paris,Janville,Maine,Chartres,Grand archidiaconé,Brou ,saint Jean,abbé de Saint-Père,92,lac.,105,n_c,n_c,n_c,n_c,n_c,n_c,123,n_c,74,123,109,351,104,313,n_c,98,n_c,n_c,103,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,123,115,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,106,lac.,lac.,n_c,Nogent-le-Rotrou,Frazé,Authon,Nogent-le-Rotrou ,Authon-du-Perche,n_c,635,lac.,466,lac.,481,440,467,465,528,637,650,649,660,700,730,727,747,719,705,683,722,751,763,722,697,675,618,633,569,591,595,529,460,477,446,441,347,,
20332,Luisant,Luisant,28220,s_o,443,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Chartres,Sous-doyenné de Chartres,saint Laumer,bénédictins de Bonne-Nouvelle d’Orléans,s_i,146,100,n_c,n_c,n_c,n_c,n_c,n_c,103,n_c,120,103,98,295,102,298,n_c,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,lac.,121,n_c,n_c,n_c,n_c,110,352,114,357,114,353,116,354,111,n_c,Chartres,Chartres,Chartres Sud,Chartres,Chartres Sud-Ouest,n_c,477,lac.,478,lac.,520,477,474,487,486,514,563,578,613,656,630,665,718,695,737,716,771,873,960,1036,1050,1200,1200,1245,1317,1503,1714,1936,3000,3063,3491,4950,5444,,
20339,Lumeau,Lumeau,28221,s_o,1528,Orléans,Orléans,Orléans,Janville,Orléans,Paris,Orléans,Orléanais,Orléans,Beauce,s_o,saint Loup,chapitre de Saint-Pierre d’Orléans,n_c,92,93,n_c,n_c,n_c,n_c,n_c,n_c,87,n_c,96,87,85,261,88,297,n_c,84,n_c,n_c,102,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,87,95,n_c,n_c,n_c,n_c,n_c,96,336,96,318,103,377,104,381,n_c,n_c,Janville,Orgères,Orgères,Châteaudun,Orgères-en-Beauce,112,440,lac.,424,lac.,413,412,379,421,470,484,466,463,503,501,503,508,506,472,442,447,477,454,463,482,428,409,327,345,337,350,320,313,255,267,297,229,194,,
20362,Luplanté,Luplanté,28222,s_o,1665,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Brou,saint Georges,chapitre de Chartres,80,153,92,n_c,n_c,n_c,n_c,n_c,n_c,89,n_c,112,89,88,327,93,340,n_c,110,n_c,n_c,89,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,89,107,65,n_c,n_c,n_c,n_c,133,408,135,413,139,420,135,415,lac.,n_c,Chartres,Illiers,Illiers,Chartres,Illiers-Combray,n_c,514,lac.,514,lac.,470,476,456,440,465,501,507,528,530,529,516,532,518,487,474,449,477,472,485,427,440,455,401,381,354,342,353,324,275,288,265,241,267,,
20371,Luray,Luray,28223,s_o,446,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,Chartres,Dreux,Dreux,saint Remi,chapitre de Chartres,50,s_i,s_i,s_i,s_i,s_i,s_i,s_i,n_c,s_i,n_c,s_i,s_i,s_i,s_i,s_i,s_i,n_c,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,n_c,Dreux,Dreux,Dreux,Dreux,Dreux Est ,n_c,340,340,342,349,364,352,361,335,343,351,346,333,318,300,274,261,269,259,257,276,266,259,265,256,247,240,267,253,282,312,291,330,513,520,871,1020,1009,,
20428,Lutz-en-Dunois,Lutz-en-Dunois,28224,s_o,2748,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Chartres,Dunois,Beauce,saint Pierre,abbé de la Madeleine de Châteaudun,104,n_c,106,n_c,n_c,n_c,n_c,n_c,n_c,98,n_c,98,98,95,333,96,306,n_c,90,n_c,n_c,91,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,98,108,n_c,n_c,n_c,n_c,n_c,91,325,100,349,100,340,99,360,100,n_c,Châteaudun,Châteaudun,Châteaudun,Châteaudun,Châteaudun,n_c,500,lac.,507,534,531,561,551,517,564,590,644,700,718,690,691,671,691,676,693,678,708,691,667,634,646,577,509,517,522,510,519,494,411,436,363,386,370,,
20582,Magny,Magny,28225,s_o,1303,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Brou,saint Didier,abbé de Bonneval,104,15,107,n_c,n_c,n_c,n_c,n_c,n_c,109,n_c,97,106,105,300,91,300,n_c,102,n_c,n_c,106,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,106,90,104,n_c,n_c,n_c,n_c,108,350,112,353,114,357,108,342,lac.,n_c,Chartres,Illiers,Illiers,Chartres,Illiers-Combray,n_c,398,lac.,398,lac.,470,502,520,458,460,460,489,521,525,503,518,512,508,483,492,491,529,523,521,522,500,473,443,429,405,390,412,381,374,386,366,372,438,,
4522,Feuilleuse,Blévy,28226,D,s_o,Alençon,Verneuil,Châteauneuf-en-Thymerais ,Dreux,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Pierre,seigneur de Blévy,144,n_c,n_c,133,11,n_c,n_c,n_c,n_c,126,n_c,145,lac.,138,341,139,356,n_c,n_c,157,129,n_c,n_c,136,115,n_c,n_c,153,130,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,s_i,s_i,245,725,lac.,713,lac.,572,678,754,674,695,729,683,707,655,721,656,657,665,636,615,567,629,642,587,546,528,506,465,444,433,402,460,398,379,404,260,s_i,s_i,,
11539,Saint-Germain de Lézeau,Dampierre sur Blévy,28226,E,s_o,Alençon,Verneuil,Senonches et Brézolles ,Brézolles,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Pierre,seigneur de Blévy,72,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,60,n_c,95,60,73,231,83,260,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,70,58,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Senonches,Senonches,s_i,s_i,80,325,lac.,319,lac.,367,341,325,260,262,301,288,283,317,325,285,273,269,251,252,279,274,246,210,221,230,220,195,202,173,175,167,209,262,277,214,s_i,s_i,,
13821,Saint-Martin de Lézeau,Feuilleuse,28226,F,s_o,Alençon,Verneuil,Châteauneuf-en-Thymerais ,Dreux,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Remi,abbé de Saint-Vincent,20,n_c,n_c,lac.,lac.,21,19,n_c,n_c,21,n_c,22,21,23,59,21,69,n_c,n_c,34,29,n_c,n_c,25,20,n_c,n_c,33,26,lac.,lac.,lac.,n_c,n_c,30,26,32,21,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Senonches,Senonches,s_i,s_i,32,117,lac.,122,lac.,107,109,107,125,134,131,116,97,112,112,122,110,106,100,103,90,100,96,91,99,81,79,67,74,64,91,88,72,s_i,s_i,s_i,s_i,s_i,,
20637,Blévy,Maillebois,28226,A,4100,Alençon,Verneuil,Châteauneuf-en-Thymerais ,Brézolles et Dreux ,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint François ,seigneur de Maillebois,s_i,n_c,n_c,182,152,165,129,n_c,n_c,178,n_c,185,178,155,416,177,404,n_c,n_c,lac.,lac.,n_c,n_c,181,142,n_c,n_c,212,175,n_c,n_c,lac.,n_c,n_c,lac.,lac.,196,177,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Brézolles,Châteauneuf-en-Thymerais,Dreux,Châteauneuf-en-Thymerais ,231,719,lac.,563,706,806,585,553,560,510,477,484,466,570,561,530,500,485,457,417,385,407,418,400,384,422,362,275,318,281,275,278,293,347,359,296,1086,828,,
32059,Dampierre sur Blévy,Saint-Germain de Lézeau,28226,B,s_o,Alençon,Verneuil,Châteauneuf-en-Thymerais ,Dreux,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Germain,prieur de Thimert,20,n_c,n_c,lac.,lac.,37,29,n_c,n_c,52,n_c,38,52,36,106,38,140,n_c,n_c,44,33,n_c,n_c,39,30,n_c,n_c,51,42,lac.,lac.,lac.,n_c,n_c,47,40,47,35,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,s_i,s_i,39,117,lac.,78,lac.,209,206,213,188,207,192,196,185,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
33334,Maillebois,Saint-Martin de Lézeau,28226,C,s_o,Alençon,Verneuil,Châteauneuf-en-Thymerais ,Dreux,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Martin,prieur de Thimert,26,n_c,n_c,lac.,lac.,14,12,n_c,n_c,13,n_c,18,13,15,52,18,58,n_c,n_c,19,17,n_c,n_c,16,13,n_c,n_c,22,17,lac.,lac.,lac.,n_c,n_c,23,19,28,20,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,s_i,s_i,24,70,lac.,158,lac.,100,93,88,68,53,74,72,80,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
20666,Maintenon,Maintenon,28227,s_o,1144,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Épernon,2 paroisses : saint Nicolas et saint Pierre,le seigneur de Maintenon et le grand archidiacre,236,266,179,n_c,n_c,n_c,n_c,n_c,n_c,286,n_c,235,286,253,751,278,865,n_c,311,n_c,n_c,282,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,286,325,341,n_c,n_c,n_c,n_c,353,981,357,985,363,997,367,1001,lac.,n_c,Chartres,Maintenon,Maintenon,Chartres,Maintenon,n_c,1500,lac.,1500,lac.,1605,1627,1643,1542,1573,1690,1800,1842,2061,1999,1881,1879,1920,1768,1764,1887,2037,2057,2057,2067,2013,2045,2028,2091,2134,2140,2066,2304,2991,2978,3325,3313,3388,,
20673,Mainvilliers,Mainvilliers,28229,s_o,1192,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Chartres,Sous-doyenné de Chartres,saint Hilaire,abbé de Saint-Père,s_i,n_c,165,n_c,n_c,n_c,n_c,n_c,n_c,144,n_c,95,144,84,354,83,373,n_c,95,n_c,n_c,144,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,144,80,80,n_c,n_c,n_c,n_c,109,357,110,357,110,352,112,365,lac.,n_c,Chartres,Chartres,Chartres,Chartres,Mainvilliers ,n_c,538,lac.,750,lac.,918,954,908,1032,1070,1046,720,706,736,819,839,883,974,1100,1118,1230,1251,1372,1491,1605,1556,1725,1653,1690,2033,2178,2422,2580,3959,4068,6119,8499,10068,,
20718,Maisons,Maisons,28230,s_o,950,Orléans,Chartres,Chartres,Etampes,Etampes,Paris,Chartres ,Orléanais,Chartres,Grand archidiaconé,Auneau,sainte Anne,abbé de Morigny,96,n_c,68,n_c,n_c,n_c,n_c,n_c,n_c,74,n_c,81,74,70,260,70,265,n_c,76,n_c,n_c,74,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,74,69,66,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Janville,Sainville,Auneau,Chartres,Auneau,78,300,lac.,295,lac.,299,325,311,334,330,328,315,345,335,353,376,363,355,360,353,354,362,345,326,375,348,346,306,322,288,261,242,238,208,216,215,176,204,,
20858,La Mancelière,La Mancelière,28231,s_o,590,Alençon,Verneuil,La Ferté-Vidame,Brézolles,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,s_o,s_o,s_o,annexe des Châtelets,81,n_c,n_c,lac.,lac.,lac.,lac.,320,n_c,83,n_c,72,83,63,166,60,181,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Brézolles,Brézolles,Dreux,Brézolles,104,374,lac.,371,442,488,520,491,446,472,423,400,388,373,353,343,388,362,347,331,260,280,221,222,228,214,209,179,176,175,164,159,168,137,148,127,102,117,,
20923,Manou,Manou,28232,s_o,1338,Alençon,Verneuil,La Ferté-Vidame ,Rémalard,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Maine,Chartres,Dreux,Brézolles,saint Pierre,évêque de  Chartres,120,n_c,n_c,lac.,lac.,229,187,n_c,n_c,229,n_c,160,229,123,421,133,429,n_c,n_c,184,161,n_c,n_c,162,137,n_c,n_c,lac.,lac.,n_c,n_c,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,La Loupe,La Loupe,Nogent-le-Rotrou ,La Loupe,210,852,lac.,909,975,1020,997,1007,866,910,830,857,840,854,816,807,806,754,732,736,658,740,650,619,575,558,543,560,566,611,581,581,526,468,440,392,461,474,,
20992,Marboué,Marboué,28233,s_o,2656,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Chartres,Dunois,Beauce,2 paroisses : saint Pierre et saint Martin,archidiacre du Dunois,152,n_c,128,n_c,n_c,n_c,n_c,n_c,n_c,110,n_c,105,110,111,352,108,407,n_c,104,n_c,n_c,110,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,110,110,n_c,n_c,n_c,n_c,n_c,116,459,131,499,136,488,118,401,200,n_c,Châteaudun,Châteaudun,Châteaudun,Châteaudun,Châteaudun,n_c,300,lac.,690,681,645,711,626,686,735,830,1044,1024,1047,1107,1087,1080,1090,1017,976,971,934,948,942,1005,1028,1001,832,830,799,793,855,900,964,1006,951,929,1015,,
21047,Marchéville,Marchéville,28234,s_o,1238,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Courville,saint Chéron,chapitre de Chartres,100,140,91,n_c,n_c,n_c,n_c,n_c,n_c,93,n_c,91,93,82,267,89,313,n_c,123,n_c,n_c,93,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,93,116,111,n_c,n_c,n_c,n_c,141,429,140,410,134,399,129,385,lac.,n_c,Chartres,Illiers,Illiers,Chartres,Illiers-Combray,n_c,492,lac.,492,lac.,444,444,436,440,449,472,520,518,564,577,599,611,588,598,540,530,516,529,573,546,514,478,390,421,390,365,385,347,345,358,324,310,303,,
21048,Marchezais,Marchezais,28235,s_o,219,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Dreux,Île-de-France,Chartres,Pinserais,Mantes,La Madeleine,évêque de Chartres,32,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,66,n_c,26,19,18,63,17,74,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,19,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Bû,Anet,Dreux,Anet,n_c,110,100,101,77,97,109,100,90,111,100,108,113,110,107,104,95,95,90,94,86,93,86,79,83,78,69,68,79,82,85,80,67,51,51,47,99,169,,
21180,Margon,Margon,28236,s_o,1213,Alençon,Mortagne,Nogent-le-Rotrou,Nogent-le-Rotrou,Grand Perche,Paris,Bellême,Maine,Chartres,Grand archidiaconé,Perche,Notre Dame,doyen de Saint-Denis de Nogent,80,n_c,n_c,n_c,n_c,207,161,453,n_c,183,n_c,169,117,145,453,146,449,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,145,129,n_c,n_c,145,130,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Nogent-le-Rotrou,Nogent-le-Rotrou,Nogent-le-Rotrou,Nogent-le-Rotrou ,Nogent-le-Rotrou,n_c,750,lac.,700,lac.,698,699,737,694,736,706,502,512,524,518,501,537,492,476,436,447,443,488,528,520,548,523,508,551,511,517,547,529,593,600,646,815,944,,
21308,Marolles-les-Buis,Marolles-les-Buis,28237,mi-partie,1308,Orléans,Chartres,Chartres,Rémalard,Grand Perche,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Perche,saint Vincent,abbé de Thiron,96,n_c,30,n_c,n_c,n_c,n_c,n_c,n_c,140,n_c,112,140,83,328,84,349,n_c,97,n_c,n_c,140,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,140,89,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,95,n_c,Nogent-le-Rotrou,Thiron,Thiron,Nogent-le-Rotrou ,Thiron,n_c,450,lac.,505,lac.,439,558,520,501,577,627,634,661,664,669,662,609,625,660,620,522,520,526,488,466,446,400,365,379,373,390,388,325,238,248,240,261,227,,
21308,Marolles-les-Buis,Marolles-les-Buis,28237,mi-partie,s_o,Orléans,Longny,Chartres,Rémalard,Grand Perche,Paris,Chartres,Maine,s_o,s_o,s_o,s_o,s_o,s_o,n_c,53,n_c,n_c,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
21483,Marville-Moutiers-Brûlé,Marville-Moutiers-Brûlé,28239,s_o,2024,Alençon,Verneuil,Crécy,Dreux,Châteauneuf-en-Thymerais,Paris,Dreux,Normandie,Chartres,Dreux,Dreux,saint Pierre ,abbé de Coulombs,136,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,102,111,105,102,152!,561!,159!,514!,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,47,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Le Tremblay,Dreux,Dreux,Dreux Sud ,n_c,750,729,676,744,702,745,743,620,661,832,780,779,754,759,729,680,700,714,670,656,619,612,653,594,585,557,505,513,520,507,548,522,497,507,506,630,737,,
21483,Marville-Moutiers-Brûlé,Marville-Moutiers-Brûlé,28239,s_o,s_o,Paris,Dreux,Dreux,Dreux,Châteauneuf-en-Thymerais,Paris,Dreux,Normandie,s_o,s_o,s_o,s_o,s_o,s_o,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,39,lac.,51,39,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
21795,Meaucé,Meaucé,28240,s_o,1133,Orléans,Chartres,Chartres,Brézolles,Grand Perche,Paris,Bellême,Maine,Chartres,Grand archidiaconé,Perche,saint Léonard,religieuses de Belhomert,40,n_c,83,n_c,n_c,n_c,n_c,n_c,n_c,101,n_c,72,101,61,218,59,218,n_c,73,n_c,n_c,101,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,101,78,40,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,La Loupe,La Loupe,Nogent-le-Rotrou ,La Loupe,58,400,lac.,335,349,316,370,339,286,291,310,311,307,332,338,329,339,347,327,331,342,369,348,334,351,333,350,356,330,340,316,364,304,280,292,313,321,401,,
