n°ordre-alph18012,nom,nom,insee,section,superficie,intendance,election,subdelegation,grenier,coutume,parlement,bailliage,gouvernement,diocese,archidiacone,doyenne,vocable,presentateur,V_1250_f,V_1616_f,V_1665_f,V_1680_f_tot,V_1680_f_masc,V_1686_f_tot,V_1686_f_masc,V_1693_h,V_1700_f,V_1709_f,V_1710_f,V_1713_f,V_1720_f,V_1725_f,V_1725_g,V_1726_f,V_1726_g,V_1730_f,V_1735_f_1,V_1735_f_2_totaux,V_1735_f_2_masc,V_1741_f,V_1743_f,V_1745_f_tot,V_1745_f_masc,V_1746_f_tot,V_1746_f_masc,V_1755_f_tot,V_1755_f_masc,V_1757_f_tot,V_1757_f_masc,V_1766_f,V_1768_f,V_1774_f,V_1775_f_tot,V_1775_f_masc,V_1785_f_tot,V_1785_f_masc,V_1786_f,V_1786_g,V_1787_f,V_1787_g,V_1788_f,V_1788_g,V_1789_f1,V_1789_g,V_1789_f_2,V_1789_f_3,district_1790,canton_1790,canton_1801,arrondissement_1982,canton _1982,V_1790_f,V_1790_h,V_1793_h,V_an_II_h,V_an_IV_h,V_1801_h,V_an_XII_h,V_1806_h,V_1820_h,V_1826_h,V_1831_h,V_1836_h,V_1841_h,V_1846_h,V_1851_h,V_1856_h,V_1861_h,V_1866_h,V_1872_h,V_1876_h,V_1881_h,V_1886_h,V_1891_h,V_1896_h,V_1901_h,V_1906_h,V_1911_h,V_1921_h,V_1926_h,V_1931_h,V_1936_h,V_1946_h,V_1954_h,V_1962_a_h,V_1962_b_h,V_1968_h,V_1975_h,V_1982_h,lat,lon
8880,Chaudon,Chaudon,28094,s_o,1134,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Chartres,Normandie,Chartres,Dreux,Dreux,saint Médard,archidiacre de Dreux,90,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,41,n_c,70,154,160,450,161,512,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,154,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Dreux,Nogent-le-Roi,Nogent-le-Roi,Dreux,Nogent-le-Roi,n_c,714,906,906,lac.,772,672,790,826,875,836,872,869,903,900,881,850,848,780,775,771,770,785,776,714,650,625,589,663,666,603,639,747,729,742,882,873,1009,,
8892,Chauffours,Chauffours,28095,s_o,750,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Brou,saint Pierre et saint Paul,maître de l’Hôtel-Dieu de Chartres,72,93,55,n_c,n_c,n_c,n_c,n_c,n_c,51,n_c,48,51,36,116,40,162,n_c,45,n_c,n_c,51,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,51,44,42,n_c,n_c,n_c,n_c,41,136,43,141,44,149,42,144,lac.,n_c,Chartres,Bailleau-l’Évêque,Illiers,Chartres,Illiers-Combray,n_c,174,lac.,174,lac.,184,191,175,179,190,196,206,217,209,197,200,201,202,188,200,200,200,202,214,180,183,185,185,190,211,188,174,162,163,165,159,158,236,,
8946,Nantilly,La Chaussée-d’Ivry,28096,A,839,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Chartres,Île-de-France,Chartres,s_o,s_o,s_o,s_o,s_i,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,14,n_c,43,61,37,125,41,141,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,61,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Dreux,Anet,Anet,Dreux,Anet,n_c,407,396,338,lac.,397,465,471,420,427,390,449,468,495,509,479,490,496,487,494,484,498,480,478,467,489,536,518,541,475,486,499,508,456,470,541,649,879,,
11993,La Chaussée-d’Ivry,Nantilly,28096,B,s_o,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Chartres,Île-de-France,Chartres,Pinserais,Mantes,saint Pierre,abbé de Saint-Père,140,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,49,n_c,37,29,32,78,30,81,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,29,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,36,n_c,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
9214,Cherisy,Cherisy,28098,s_o,1238,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Dreux,Île-de-France,Chartres,Dreux,Dreux,saint Pierre,chapitre de Dreux,180,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,56,n_c,147,33,147,343,153,461,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,33,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Dreux,Dreux,Dreux,Dreux Est ,n_c,1022,1002,959,972,985,1024,1035,1122,1672,1072,1170,1118,1092,1093,1045,1271,989,932,904,844,887,842,817,765,773,715,740,771,719,748,703,739,819,838,852,1103,1121,,
9458,Chuisnes,Chuisnes,28099,s_o,2298,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Courville,saint Marin ,évêque de Chartres ,36,n_c,120,n_c,n_c,n_c,n_c,n_c,n_c,136,n_c,149,136,142,459,136,602,n_c,169,n_c,n_c,136,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,136,148,119,n_c,n_c,n_c,n_c,162,507,164,511,162,501,165,502,lac.,n_c,Châteauneuf-en-Thymerais,Courville,Courville,Chartres,Courville-sur-Eure,262,1100,lac.,745,lac.,774,765,767,721,731,631,746,740,776,735,718,690,684,686,681,634,621,619,641,596,577,554,526,513,516,477,547,561,563,579,542,573,694,,
9499,Cintray,Cintray,28100,s_o,400,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Brou,saint Ouen,chapitre de Chartres,44,n_c,17,n_c,n_c,n_c,n_c,n_c,n_c,18,n_c,25,18,21,76,22,81,n_c,30,n_c,n_c,18,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,18,24,21,n_c,n_c,n_c,n_c,24,71,26,75,25,77,23,73,lac.,n_c,Chartres,Bailleau-l’Évêque,Chartres Nord,Chartres,Lucé ,n_c,88,lac.,88,lac.,102,102,109,95,89,105,115,94,107,109,99,98,110,96,104,107,102,95,92,81,85,95,89,103,96,92,100,96,80,83,101,193,230,,
9555,Civry,Civry,28101,s_o,1789,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Chartres,Dunois,Beauce,saint Martin,chapitre de Chartres,42,n_c,101,n_c,n_c,n_c,n_c,n_c,n_c,87,n_c,89,87,73,233,75,212,n_c,83,n_c,n_c,80,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,87,92,n_c,n_c,n_c,n_c,n_c,128,386,158,437,166,461,161,436,104,n_c,Châteaudun,Civry,Châteaudun,Châteaudun,Châteaudun,n_c,434,lac.,443,lac.,315,431,447,515,543,564,534,574,559,605,681,660,631,576,604,692,690,699,662,586,571,579,450,508,517,506,509,501,434,455,406,346,291,,
9725,Clévilliers,Clévilliers,28102,s_o,1578,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Normandie,Chartres,Dreux,Dreux,saint Martin,chapitre de Chartres,72,n_c,137,n_c,n_c,n_c,n_c,n_c,n_c,123,n_c,123,123,58,169,61,160,n_c,70,n_c,n_c,125,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,123,68,132,n_c,n_c,n_c,n_c,76,232,71,227,71,227,72,217,157,n_c,Chartres,Bailleau-l’Évêque,Chartres Nord,Chartres,Chartres Nord-Est,n_c,516,lac.,516,lac.,556,576,555,553,623,546,570,551,536,549,545,522,503,524,503,479,490,511,507,503,513,509,504,536,453,502,534,502,436,454,403,378,452,,
9757,Cloyes-sur-le-Loir,Cloyes-sur-le-Loir,28103,s_o,1985,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Blois ,Vendôme,Cloyes-sur-le-Loir,saint Lubin et saint Georges ,abbé de Thiron et doyen de Saint-André de Châteaudun,230,n_c,244,n_c,n_c,n_c,n_c,n_c,n_c,241,n_c,202,241,215,652,218,677,n_c,261,n_c,n_c,236,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,241,270,n_c,n_c,n_c,n_c,n_c,332,1057,350,1044,353,1042,353,1042,316,n_c,Châteaudun,Cloyes,Cloyes,Châteaudun,Cloyes-sur-le-Loir,n_c,1200,lac.,1404,1363,1587,1547,1512,1768,1860,1984,2160,2324,2650,2687,2530,2456,2625,2366,2336,2317,2464,2378,2341,2183,2228,2227,2004,2059,1874,1945,2226,2074,2233,2315,2478,2552,2653,,
10446,Coltainville,Coltainville,28104,s_o,1802,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Épernon,saint Lubin,abbesse de Jouarre,120,136,96,n_c,n_c,n_c,n_c,n_c,n_c,89,n_c,77,89,84,274,85,277,n_c,99,n_c,n_c,89,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,89,117,114,n_c,n_c,n_c,n_c,107,323,108,317,109,316,112,329,115,n_c,Chartres,Gallardon,Chartres Nord,Chartres,Chartres Nord-Est,n_c,508,lac.,508,460,538,570,489,512,557,559,562,552,556,558,542,570,585,584,560,566,572,593,515,469,479,551,420,433,437,416,422,572,415,429,391,378,432,,
9995,Combres,Combres,28105,mi-partie,1490,Orléans,Chartres,Chartres,Chartres ,Chartres,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Brou,Notre Dame,abbé de Thiron,60,n_c,146,n_c,n_c,n_c,n_c,n_c,n_c,94,n_c,87,94,83,227,79,256,n_c,82,n_c,n_c,94,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,94,99,56,n_c,n_c,n_c,n_c,76,233,89,240,87,242,86,241,lac.,n_c,Nogent-le-Rotrou,Thiron,Thiron,Nogent-le-Rotrou ,Thiron,n_c,885,lac.,920,lac.,771,704,726,725,771,852,907,911,876,905,865,816,835,774,757,746,734,756,708,709,668,658,616,595,581,586,557,511,485,514,432,377,321,,
,Combres,Combres,28105,mi-partie,s_o,Alençon,Mortagne,Nogent-le-Rotrou,Chartres ,Chartres,Paris,Chartres,Maine,s_o,s_o,s_o,s_o,s_o,s_o,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,3,n_c,8,3,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
10155,Conie-Molitard,Conie-Molitard,28106,A,1517,Orléans,Châteaudun,Châteaudun,Châteaudun,Chartres,Paris,Chartres,Orléanais,Chartres,Dunois,Beauce,Notre Dame,chapitre de Chartres,72,n_c,70,n_c,n_c,n_c,n_c,n_c,n_c,68,n_c,51,68,52,177,47,166,n_c,55,n_c,n_c,52,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,68,58,n_c,n_c,n_c,n_c,n_c,56,183,57,140,60,147,54,191,lac.,n_c,Châteaudun,Civry,Châteaudun,Châteaudun,Châteaudun,n_c,188,lac.,234,lac.,250,245,228,196,218,469,499,536,562,587,617,617,566,553,512,483,535,553,549,502,483,455,375,391,369,359,376,358,286,303,254,233,309,,
22751,Molitard,Molitard,28106,B,s_o,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Chartres,s_o,s_o,s_o,s_o,s_i,n_c,59,n_c,n_c,n_c,n_c,n_c,n_c,54,n_c,48,54,48,155,52,164,n_c,41,n_c,n_c,40,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,54,36,n_c,n_c,n_c,n_c,n_c,35,196,37,108,37,108,41,120,38,n_c,Châteaudun,Civry,Châteaudun,s_i,s_i,n_c,141,lac.,160,lac.,167,158,154,173,192,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
10295,Corancez,Corancez,28107,s_o,680,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Brou,saint Laurent,chapitre de Chartres,30,54,n_c,n_c,n_c,n_c,n_c,n_c,n_c,36,n_c,38,36,39,110,41,125,n_c,48,n_c,n_c,36,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,36,48,n_c,n_c,n_c,n_c,n_c,54,177,54,178,56,176,55,172,lac.,n_c,Chartres,Dammarie,Chartres Sud,Chartres,Chartres Sud-Ouest,n_c,226,lac.,200,lac.,231,235,258,299,330,304,321,321,316,319,322,308,303,286,292,277,285,282,270,249,235,228,183,183,189,176,156,170,160,162,141,167,385,,
10309,Cormainville,Cormainville,28108,s_o,1783,Orléans,Châteaudun,Châteaudun,Janville,Blois,Paris,Blois,Orléanais,Chartres,Dunois,Beauce,saint Pierre,abbé de Bonneval,114,n_c,98,n_c,n_c,n_c,n_c,n_c,n_c,89,n_c,77,89,86,217,93,317,n_c,87,n_c,n_c,82,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,89,96,n_c,n_c,n_c,n_c,n_c,106,421,110,438,110,452,112,462,lac.,n_c,Châteaudun,Sancheville,Orgères,Châteaudun,Orgères-en-Beauce,n_c,520,lac.,382,396,451,500,422,443,486,574,550,540,514,596,610,653,681,636,643,630,606,602,617,614,580,594,472,427,422,392,393,380,315,339,312,290,219,,
10406,les Yys,Les Corvées-Yys,28109,A,1351,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Brou,saint Georges,chapitre de Chartres,30,n_c,84,n_c,n_c,n_c,n_c,n_c,n_c,88,n_c,81,88,79,233,77,205,n_c,88,n_c,n_c,88,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,88,85,88,n_c,n_c,n_c,n_c,106,381,106,371,106,273,103,281,lac.,n_c,Nogent-le-Rotrou,Champrond,La Loupe,Nogent-le-Rotrou ,La Loupe,n_c,406,lac.,423,lac.,447,456,474,427,426,463,615,635,642,614,585,569,558,544,531,523,542,535,513,489,520,441,409,400,381,368,315,235,242,247,245,189,199,,
41436,Les Corvées-Yys,les Yys,28109,B,s_o,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Perche,saint Pierre,abbé de Saint-Père,31,n_c,31,n_c,n_c,n_c,n_c,n_c,n_c,37,n_c,30,37,34,112,36,112,n_c,40,n_c,n_c,37,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,37,lac.,37,n_c,n_c,n_c,n_c,48,156,50,160,53,170,53,171,lac.,n_c,Nogent-le-Rotrou,Champrond,La Loupe,s_i,s_i,n_c,191,lac.,191,lac.,160,208,210,124,129,153,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
10487,Le Coudray,Le Coudray,28110,s_o,552,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Chartres,Sous-doyenné de Chartres,saint Julien,"évêque et prieur de Saint-Martin-au-Val, alternativement",s_i,274,132,n_c,n_c,n_c,n_c,n_c,n_c,148,n_c,181,148,159,508,155,509,n_c,lac.,n_c,n_c,148,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,148,110,51,n_c,n_c,n_c,n_c,146,531,148,531,153,542,149,531,lac.,n_c,Chartres,Chartres,Chartres Sud,Chartres,Chartres Sud-Est,n_c,665,lac.,655,lac.,665,562,669,603,641,604,677,704,696,700,668,661,647,659,650,635,615,627,571,551,544,525,649,652,682,673,767,832,824,836,931,1251,1441,,
10488,Coudray-au-Perche,Coudray-au-Perche,28111,mi-partie,1464,Alençon,Mortagne ,Nogent-le-Rotrou et Châteaudun,Authon-du-Perche ,Grand Perche,Paris,Janville,Maine,Chartres,Grand archidiaconé,Perche,saint Pierre ,"grand archidiacre et abbé de Thiron, alternativement",240,lac.,86,n_c,n_c,n_c,n_c,105,n_c,103,n_c,86,103,109,443,115,390,n_c,n_c,n_c,n_c,97,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,122,110,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,33,n_c,Nogent-le-Rotrou,Authon,Authon,Nogent-le-Rotrou,Authon-du-Perche,n_c,852,lac.,514,lac.,608,756,724,696,756,780,741,854,907,872,754,728,737,717,686,791,654,603,592,588,609,504,521,501,509,454,398,392,363,376,339,283,253,,
,Coudray-au-Perche,Coudray-au-Perche,28111,mi-partie,s_o,Orléans,Châteaudun,Châteaudun,Authon-du-Perche ,Grand Perche,Paris,Janville,Maine,Chartres,s_o,s_o,s_o,s_o,s_o,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,26,n_c,27,19,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
10130,Coudreceau,Coudreceau,28112,s_o,1331,Alençon,Mortagne,Nogent-le-Rotrou,Nogent-le-Rotrou,Grand Perche,Paris,Bellême,Maine,Chartres,Grand archidiaconé,Perche,saint Aubin,doyen de Saint-Denis de Nogent-le-Roi,108,n_c,n_c,124,96,lac.,lac.,554,n_c,147,n_c,138,105,125,367,128,392,n_c,143,116,n_c,n_c,n_c,n_c,n_c,129,106,n_c,n_c,130,117,lac.,105,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Nogent-le-Rotrou,Nogent-le-Rotrou,Thiron,Nogent-le-Rotrou ,Thiron,n_c,676,lac.,750,lac.,715,750,787,825,891,779,882,881,899,867,875,825,842,739,703,691,655,688,656,668,570,579,510,456,424,396,394,393,340,359,320,283,333,,
10546,Coulombs,Coulombs,28113,s_o,1248,Orléans,Chartres,Chartres,Dreux,Chartres,Paris,Chartres,Île-de-France,Chartres,Dreux,Dreux,saint Chéron,abbé du lieu,240,n_c,154,n_c,n_c,n_c,n_c,n_c,n_c,141,n_c,163,141,174,586,174,581,n_c,197,n_c,n_c,141,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,141,195,170,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Dreux,Nogent-le-Roi,Nogent-le-Roi,Dreux,Nogent-le-Roi,n_c,897,934,819,lac.,847,812,869,845,851,855,888,865,858,814,782,745,731,761,717,700,691,665,695,748,749,767,671,657,578,556,556,582,596,609,606,714,868,,
10594,Courbehaye,Courbehaye,28114,s_o,1970,Orléans,Châteaudun,Châteaudun,Janville,Orléans,Paris,Janville,Orléanais,Chartres,Dunois,Beauce,saint Sulpice,abbé de Bonneval,92,lac.,47,n_c,n_c,n_c,n_c,n_c,n_c,52,n_c,61,52,50,166,52,169,n_c,50,n_c,n_c,87,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,52,52,n_c,n_c,n_c,n_c,n_c,63,218,62,218,62,221,62,226,100,n_c,Janville,Orgères,Orgères,Châteaudun,Orgères-en-Beauce,65,225,lac.,186,lac.,241,200,268,202,301,327,310,302,322,336,375,339,326,313,319,330,379,374,353,319,325,341,314,296,278,267,222,190,190,200,174,161,137,,
10767,Courtalain,Courtalain,28115,s_o,247,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Chartres,Dunois,Perche,saint Jean-l’Évangéliste,seigneur de Courtalain,8,n_c,121,n_c,n_c,n_c,n_c,n_c,n_c,69,n_c,64,69,78,190,78,214,n_c,83,n_c,n_c,85,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,69,lac.,n_c,n_c,n_c,n_c,n_c,106,333,100,286,104,498,102,305,lac.,n_c,Châteaudun,Arrou,Cloyes,Châteaudun,Cloyes-sur-le-Loir,n_c,498,lac.,372,lac.,461,520,486,515,506,578,628,669,642,841,855,821,847,724,750,652,738,758,860,760,815,825,892,859,772,732,756,714,608,601,533,534,593,,
10821,Courville-sur-Eure,Courville-sur-Eure,28116,s_o,1113,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Courville,saint Nicolas et saint Pierre,abbé de Saint-Jean,300,n_c,227,n_c,n_c,n_c,n_c,n_c,n_c,207,n_c,227,207,233,682,243,635,n_c,240,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,207,220,301,n_c,n_c,n_c,n_c,288,873,312,932,316,944,311,944,330,n_c,Châteauneuf-en-Thymerais,Courville,Courville,Chartres,Courville-sur-Eure,320,1051,lac.,1343,lac.,1381,1400,1341,1340,1367,1445,1535,1547,1653,1646,1595,1628,1718,1707,1741,1668,1716,1740,1840,1816,1876,1859,1744,1798,1726,1840,1947,1862,2064,2044,1972,2030,2260,,
10970,Crécy-Couvé,Crécy-Couvé,28117,s_o,665,Paris,Dreux,Dreux,Dreux,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,s_o,s_o,s_o,s_o,75,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,45,n_c,42,47,40,111,44,144,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Tremblay,Dreux,Dreux,Dreux Ouest ,n_c,300,329,240,276,269,260,261,212,259,230,250,250,246,266,276,276,267,253,269,256,270,235,272,272,283,277,268,272,267,267,290,319,282,298,256,279,262,,
11182,Croisilles,Croisilles,28118,s_o,572,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Chartres,Île-de-France,Chartres,Dreux,Dreux,saint Pierre,évêque de Chartres,66,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,91,n_c,76,65,60,194,61,186,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,65,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Dreux,Nogent-le-Roi,Nogent-le-Roi,Dreux,Nogent-le-Roi,n_c,272,300,287,lac.,310,329,326,330,360,364,355,340,323,332,329,325,316,280,267,293,262,263,276,274,245,234,241,235,236,223,229,171,162,166,144,162,243,,
11165,La Croix-du-Perche,La Croix-du-Perche,28119,s_o,1250,Orléans,Chartres,Chartres,Brou,Chartres,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Brou,saint Martin,bénédictins de Bonne-Nouvelle d’Orléans,60,n_c,71,n_c,n_c,n_c,n_c,n_c,n_c,85,n_c,90,85,73,234,76,212,n_c,97,n_c,n_c,85,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,85,81,84,n_c,n_c,n_c,n_c,71,244,73,253,lac.,lac.,lac.,lac.,lac.,n_c,Nogent-le-Rotrou,Frazé,Thiron,Nogent-le-Rotrou ,Thiron,n_c,373,lac.,412,lac.,484,488,461,479,521,492,483,483,428,445,440,464,432,433,445,426,438,420,405,421,424,377,349,378,336,348,323,292,256,266,235,190,208,,
11249,Crucey-Villages,Crucey-Villages,28120,A,4397,Alençon,Verneuil,Senonches et Brézolles ,Brézolles,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Aignan,abbé de Saint-Père,120,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,80,n_c,93,80,74,297,72,285,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Brézolles,Brézolles,Dreux,Brézolles,88,400,lac.,294,425,404,400,429,368,378,405,416,405,412,387,362,370,367,352,351,337,382,386,384,356,327,312,307,347,363,325,365,432,366,378,301,410,377,,
20667,Vitray sous Brézolles,Mainterne,28120,B,s_o,Alençon,Verneuil,Senonches et Brézolles ,Dreux,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles ,saint Laurent,abbé de Saint-Vincent,23,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,56,n_c,56,56,57,164,59,174,n_c,n_c,72,65,n_c,n_c,63,52,n_c,n_c,63,51,lac.,lac.,lac.,n_c,n_c,lac.,lac.,68,61,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Saint-Lubin-des-Joncherets,Brézolles,s_i,s_i,n_c,256,282,262,270,251,263,255,213,220,197,194,174,172,171,176,175,192,183,176,166,171,150,150,126,128,108,84,99,102,109,112,129,97,99,76,s_i,s_i,,
40870,Mainterne,Vitray sous Brézolles,28120,C,s_o,Alençon,Verneuil,Senonches et Brézolles ,Brézolles,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Sulpice,abbé de Saint-Père,96,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,58,n_c,58,58,54,111,58,124,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Saint-Lubin-des-Joncherets,Brézolles,s_i,s_i,n_c,245,244,288,282,251,270,260,154,155,146,194,189,189,208,222,233,213,176,208,198,200,190,184,184,203,225,180,188,188,185,180,157,135,139,132,s_i,s_i,,
